Index,Abstract,Class
974,"How does culture work in everyday settings? Current social research often theorizes culture as “collective representations”—vocabularies, symbols, or codes—that structure people’s abilities to think and act. Missing is an account of how groups use collective representations in everyday interaction. The authors use two ethnographic cases to develop a concept of “group style,” showing how implicit, culturally patterned styles of membership filter collective representations. The result is “culture in interaction,” which complements research in the sociology of emotion, neoinstitutionalism, the reproduction of inequality, and other work, by showing how groups put culture to use in everyday life.",Sociology
733,"Some difficult but important issues have arisen in recent social studies of science concerning temporally emergent phenomena and the decetering of the human subject in scientific practice. This essay seeks a constructive clarification of the issues, and links them together, by delineating and exemplifying a view of science as a field of emergent human and material agency reciprocally engaged by means of a dialectic of resistence and accommodation-the mangle.",Sociology
71,"We develop the effective field theory of density fluctuations for a Newtonian self-gravitating N-body system in quasi-equilibrium, apply it to a homogeneous universe with small density fluctuations. Keeping the density fluctuation up to the second order, we obtain the nonlinear field equation of the 2-pt correlation \xi(r), which contains the 3-pt correlation and formal ultra-violet divergences. By the Groth-Peebles hierarchical ansatz and the mass renormalization, the equation becomes closed with two new terms beyond the Gaussian approximation, and their coefficients are taken as parameters. The analytic solution is obtained in terms of the hypergeometric functions, which is checked numerically. With one single set of fixed two parameters, the correlation $\xi(r)$ and the corresponding power spectrum P(k) match simultaneously the results from all the major surveys, such as APM, SDSS, 2dfGRS, and REFLEX. The model gives a unifying understanding of several seemingly unrelated features of large scale structure from a field-theoretical perspective. The theory is worthy to be extended to study the evolution effects in an expanding universe.",Astronomy
385,"Habits are largely absent from modern social and personality psychology. This is due to outdated perspectives that placed habits in conflict with goals. In modern theorizing, habits are represented in memory as implicit context–response associations, and they guide responding in conjunction with goals. Habits thus have important implications for our field. Emerging research shows that habits are an important mechanism by which people self-regulate and achieve long-term goals. Also, habits change through specific interventions, such as changes in context cues. I speculate that understanding of habits also holds promise for reducing intergroup discrimination and for understanding lay theories of the causes for action. In short, by recognizing habit, the field gains understanding of a central mechanism by which actions persist in daily life.",Psychology
666,"The author considers what postcolonial theory has to contribute to the sociology of race. Although there are overlaps, postcolonial theory and the sociology of race are not reducible to each other. Postcolonial theory emphasizes the global, historical, and therefore colonial dimensions of race relations, including how imperialism has generated racial thought and racial stratification. A postcolonial sociology of race, therefore, would (1) analytically recover empire and colonialism and their legacies, (2) excavate colonial racialization and trace its continuities into the present, (3) reveal the reciprocal constitution of racialized identities that began under empire, and (4) critique the imperial standpoint and seek out the subjugated epistemologies of racialized subjects. Although such a postcolonial sociology of race is a project that has yet to be fully realized, there are a number of existing sociological works that begin the journey and point us in the right direction.",Sociology
366,"People spontaneously evaluate things. We form opinions on topics such as war and climate change, on other people such as our work colleagues and celebrities, and on behaviours such as sexual activity and waste recycling. At times, these attitudes can be the focus of bitter debate, and as humans we naturally crave to understand attitudes and how to change them. In four sections and 11 chapters, Greg Maio and Geoffrey Haddock describe how scientific methods have been used to better understand attitudes and how they change. The first section looks at what attitudes are and why they are important. The second section examines the ability of attitudes to predict behaviour. From there, the authors consider how attitudes are formed and changed. Finally, they present a variety of major issues for understanding internal (such as, neurological) and external (such as, culture) influences on attitude, along with unresolved questions. With the aid of a few helpful metaphors, the text provides readers with a grasp of the fundamental concepts for understanding attitudes and an appreciation of the scientific challenges that lie ahead. The Psychology of Attitudes and Attitude Change is for students in psychology, health psychology, communication, business and political science. It is a core text for courses in the psychology of attitudes, persuasion, and social influence and a key resource for modules in social cognition and introductory social psychology.",Psychology
42,"Collapsars are fast-spinning, massive stars, whose core collapse liberates an energy, that can be channeled in the form of ultrarelativistic jets. These jets transport the energy from the collapsed core to large distances, where it is dissipated in the form of long-duration gamma-ray bursts. In this paper we study the dynamics of ultrarelativistic jets produced in collapsars. Also we extrapolate our results to infer the angular energy distribution of the produced outflows in the afterglow phase. Our main focus is to look for global energetical properties which can be imprinted by the different structure of different progenitor stars. Thus, we employ a number of pre-supernova, stellar models (with distinct masses and metallicities), and inject in all of them jets with fixed initial conditions. We assume that at the injection nozzle, the jet is mildly relativistic (Lorentz factor $\sim 5$), has a finite half-opening angle ($5^\circ$), and carries a power of $10^{51} $erg s$^{-1}$. These jets arrive intact to the stellar surface and break out of it. A large Lorentz factor region $\Gamma\simmore 100$ develops well before the jet reaches the surface of the star, in the unshocked part of the beam, located between the injection nozzle and the first recollimation shock. These high values of $\Gamma$ are possible because the finite opening angle of the jet allows for free expansion towards the radial direction. We find a strong correlation between the angular energy distribution of the jet, after its eruption from the progenitor surface, and the mass of the progenitors. The angular energy distribution of the jets from light progenitor models is steeper than that of the jets injected in more massive progenitor stars. This trend is also imprinted in the angular distribution of isotropic equivalent energy.",Astronomy
906,"Everyday life sociology comprises a broad spectrum of micro perspectives: symbolic interactionism, dramaturgy, phenomenology, ethnomethodology, and existential sociology. We discuss the underlying themes that bind these diverse subfields into a unified approach to the study of social interaction. We outline the historical development of everyday life sociology, indicating the individuals, ideas, and surrounding context that helped to shape this evolving theoretical movement. We then examine three contemporary developments in everyday life sociology that represent significant theoretical, substantive, and methodological advances: existential sociology, the sociology of emotions, and conversation analysis. Within these areas, we outline major themes, review recent literature, and evaluate their contribution to sociology. Everyday life sociology has had influence outside its arena, stimulating grand theorists to create various micro-macro syntheses. We consider these and their relation to the everyday life t...",Sociology
587,"Cultural evolutionary theory is an interdisciplinary field in which human culture is viewed as a Darwinian process of variation, competition, and inheritance, and the tools, methods, and theories developed by evolutionary biologists to study genetic evolution are adapted to study cultural change. It is argued here that an integration of the theories and findings of mainstream social psychology and of cultural evolutionary theory can be mutually beneficial. Social psychology provides cultural evolution with a set of empirically verified microevolutionary cultural processes, such as conformity, model-based biases, and content biases, that are responsible for specific patterns of cultural change. Cultural evolutionary theory provides social psychology with ultimate explanations for, and an understanding of the population-level consequences of, many social psychological phenomena, such as social learning, conformity, social comparison, and intergroup processes, as well as linking social psychology with other social science disciplines such as cultural anthropology, archaeology, and sociology.",Psychology
758,"This paper is about tendencies to the subversion of sociology as a discipline. It connects external factors of the wider socio-political environment of higher education in the UK, especially those associated with the audit culture and new systems of governance, with the internal organization of the discipline. While the environment is similar for all social science subjects, the paper argues that there are specific consequences for sociology because of characteristics peculiar to the discipline. The paper discusses these consequences in terms of the changing relationship between sociology and the growing interdisciplinary area of applied social studies as a form of 'mode 2 knowledge'. It argues that while sociology 'exports' concepts, methodologies and personnel it lacks the internal disciplinary integrity of other 'exporter' disciplines, such as economics, political science and anthropology. The consequence is an increasingly blurred distinction between sociology as a discipline and the interdisciplinary area of applied social studies with a potential loss of disciplinary identity. The paper concludes with a discussion of how this loss of identity is associated with a reduced ability to reproduce a critical sensibility within sociology and absorption to the constraints of audit culture with its preferred form of mode 2 knowledge.",Sociology
524,"Multilevel modeling (MLM) is rapidly becoming the standard method of analyzing nested data, for example, data from students within multiple schools, data on multiple clients seen by a smaller number of therapists, and even longitudinal data. Although MLM analyses are likely to increase in frequency in counseling psychology research, many readers of counseling psychology journals have had only limited exposure to MLM concepts. This paper provides an overview of MLM that blends mathematical concepts with examples drawn from counseling psychology. This tutorial is intended to be a first step in learning about MLM; readers are referred to other sources for more advanced explorations of MLM. In addition to being a tutorial for understanding and perhaps even conducting MLM analyses, this paper reviews recent research in counseling psychology that has adopted a multilevel framework, and it provides ideas for MLM approaches to future research in counseling psychology.",Psychology
106,"We present observations of thermal emission from fifteen transneptunian objects (TNOs) made using the Spitzer Space Telescope. Thirteen of the targets are members of the Classical population: six dynamically hot Classicals, five dynamically cold Classicals, and two dynamically cold inner Classical Kuiper Belt Objects (KBOs). We fit our observations using thermal models to determine the sizes and albedos of our targets finding that the cold Classical TNOs have distinctly higher visual albedos than the hot Classicals and other TNO dynamical classes. The cold Classicals are known to be distinct from other TNOs in terms of their color distribution, size distribution, and binarity fraction. The Classical objects in our sample all have red colors yet they show a diversity of albedos which suggests that there is not a simple relationship between albedo and color. As a consequence of high albedos, the mass estimate of the cold Classical Kuiper Belt is reduced from approximately 0.01 Earth masses to approximately 0.001 Earth masses. Our results also increase significantly the sample of small Classical KBOs with known albedos and sizes from 21 to 32 such objects.",Astronomy
360,"Research on curiosity has undergone 2 waves of intense activity. The 1st, in the 1960s, focused mainly on curiosity's psychological underpinnings. The 2nd, in the 1970s and 1980s, was characterized by attempts to measure curiosity and assess its dimensionality. This article reviews these contributions with a concentration on the 1st wave. It is argued that theoretical accounts of curiosity proposed during the 1st period fell short in 2 areas: They did not offer an adequate explanation for why people voluntarily seek out curiosity, and they failed to delineate situational determinants of curiosity. Furthermore, these accounts did not draw attention to, and thus did not explain, certain salient characteristics of curiosity: its intensity, transience, association with impulsivity, and tendency to disappoint when satisfied. A new account of curiosity is offered that attempts to address these shortcomings. The new account interprets curiosity as a form of cognitively induced deprivation that arises from the perception of a gap in knowledge or understanding. Curiosity is the most superficial of all the affections; it changes its object perpetually; it has an appetite which is very sharp, but very easily satisfied; and it has always an appearance of giddiness, rest",Psychology
310,"Every so often a truly groundbreaking idea comes along. This is one. Mindset explains: Why brains and talent don’t bring success How they can stand in the way of it Why praising brains and talent doesn’t foster self-esteem and accomplishment, but jeopardizes them How teaching a simple idea about the brain raises grades and productivity What all great CEOs, parents, teachers, athletes know Mindset is a simple idea discovered by world-renowned Stanford University psychologist Carol Dweck in decades of research on achievement and success—a simple idea that makes all the difference. In a fixed mindset, people believe their basic qualities, like their intelligence or talent, are simply fixed traits. They spend their time documenting their intelligence or talent instead of developing them. They also believe that talent alone creates success—without effort. They’re wrong. In a growth mindset, people believe that their most basic abilities can be developed through dedication and hard work—brains and talent are just the starting point. This view creates a love of learning and a resilience that is essential for great accomplishment. Virtually all great people have had these qualities. Teaching a growth mindset creates motivation and productivity in the worlds of business, education, and sports. It enhances relationships. When you read Mindset, you’ll see how.",Psychology
284,"Understanding the origin and evolution of dwarf early-type galaxies remains an important open issue in modern astrophysics. Internal kinematics of a galaxy contains signatures of violent phenomena which may have occurred, e.g. mergers or tidal interactions, while stellar population keeps a fossil record of the star formation history, therefore studying connection between them becomes crucial for understanding galaxy evolution. Here, in the first paper of the series, we present the data on spatially resolved stellar populations and internal kinematics for a large sample of dwarf elliptical (dE) and lenticular (dS0) galaxies in the Virgo cluster. We obtained radial velocities, velocity dispersions, stellar ages and metallicities out to 1--2 half-light radii by re-analysing already published long-slit and integral-field spectroscopic datasets using the {\sc NBursts} full spectral fitting technique. Surprisingly, bright representatives of the dE/dS0 class ($M_B = -18.0 ... -16.0$ mag) look very similar to intermediate-mass and giant lenticulars and ellipticals: (1) their nuclear regions often harbour young metal-rich stellar populations always associated with the drops in the velocity dispersion profiles; (2) metallicity gradients in the main discs/spheroids vary significantly from nearly flat profiles to -0.9 dex $r_e^{-1}$, i.e. somewhat 3 times steeper than for typical bulges; (3) kinematically decoupled cores were discovered in 4 galaxies, including two with very little, if any, large scale rotation. These results suggest similarities in the evolutionary paths of dwarf and giant early-type galaxies and call for reconsidering the role of major mergers in the dE/dS0 evolution.",Astronomy
677,"Sociologists of health and illness have tended to overlook the architecture and buildings used in health care. This contrasts with medical geographers who have yielded a body of work on the significance of places and spaces in the experience of health and illness. A review of sociological studies of the role of the built environment in the performance of medical practice uncovers an important vein of work, worthy of further study. Through the historically situated example of hospital architecture, this article seeks to tease out substantive and methodological issues that can inform a distinctive sociology of healthcare architecture. Contemporary healthcare buildings manifest design models developed for hotels, shopping malls and homes. These design features are congruent with neoliberal forms of subjectivity in which patients are constituted as consumers and responsibilised citizens. We conclude that an adequate sociology of healthcare architecture necessitates an appreciation of both the construction and experience of buildings, exploring the briefs and plans of their designers, and observing their everyday uses. Combining approaches and methods from the sociology of health and illness and science and technology studies offers potential for a novel research agenda that takes healthcare buildings as its substantive focus.",Sociology
533,"The divorce rate in the United States is extremely high. It is estimated that between 50% and 67% of first marriages end in divorce. For second marriages, failure rates are even higher. There are strong negative consequences to separation and divorce on the mental and physical health of both spouses, including increased risk for psychopathology, increased rates of automobile accidents, and increased incidence of physical illness, suicide, violence, homicide, significant immunosuppression, and mortality from diseases. In children, marital distress, conflict, and disruption are associated with depression, withdrawal, poor social competence, health problems, poor academic performance, and a variety of conduct-related difficulties. Though intervention techniques might be expected to reduce these grim statistics, our best scholars have concluded that marital therapy is at a practical and theoretical impasse. This article discusses the progress of research on the study of marriage.",Psychology
61,"The primordial curvature fluctuation spectrum is reconstructed by the maximum likelihood reconstruction method using the five-year Wilkinson Microwave Anisotropy Probe data of the cosmic microwave background temperature anisotropy. We apply the covariance matrix analysis and decompose the reconstructed spectrum into statistically independent band-powers. The prominent peak off a simple power-law spectrum found in our previous analysis turn out to be a $3.3\sigma$ deviation. From the statistics of primordial spectra reconstructed from mock observations, the probability that a primordial spectrum including such excess is realized in a power-law model is estimated to be about 2%.",Astronomy
749,"ABS'I'RAC'I' Mannheim's 1923 essay 'The Problem of Generations' has often been described as the seminal theoretical treatment of generations as a sociological phenomenon. Yet in practice scant attention has been paid to the sociology of generations by British sociologists. This is despite the notion of generation being widespread in everyday language as a way of understanding differences between age groups and as a means of locating individuals and groups within historical time. This paper aims to raise the profile of the sociology of generations within British sociology. It is shown that Mannheim's essay can be read as a text which contributes to our understanding of key sociological issues, in addition to 'the problem of generations'. These issues include the nature of time, the relationship between biology and the social, and socio-psychological connections of language and knowledge. The notion of generation is widely used in the everyday world to make sense of differences between age groupings in society and to locate individual selves and other persons within historical time. We speak, for example, of 'my generation' and of 'the older generation'. We describe those who grew up in, say, the 1960s, as belonging to 'the sixties generation'. We speak of 'a few generations ago', 'a new generation' and of 'the generation gap'. Despite the notion of generation being in such common currency, contemporary sociologists have paid scant attention to the significance of generation. Yet, a longstanding tradition of theorizing the nature and significance of biological age groupings for processes of social change and continuity can be traced back to the ancient Greek philosophers (Nash 1978). More recent contributions have come from Ortega y Gasset, with his notion of vigencias (Spitzer 1973) and from the French Annales school, via the concept of mentalities collectives (Esler 1984). However, it is Mannheim's (1952 [1923]) 'The Problem of Generations' which is",Sociology
90,"We use extensive new observations of the very rich z ~ 0.4 cluster of galaxies A851 to examine the nature and origin of starburst galaxies in intermediate-redshift clusters. New HST observations, Spitzer photometry and ground-based spectroscopy cover most of a region of the cluster about 10 arcmin across, corresponding to a clustercentric radial distance of about 1.6 Mpc. This spatial coverage allows us to confirm the existence of a morphology-density relation within this cluster, and to identify several large, presumably infalling, subsystems. We confirm our previous conclusion that a very large fraction of the starforming galaxies in A851 have recently undergone starbursts. We argue that starbursts are mostly confined to two kinds of sites: infalling groups and the cluster center. At the cluster center it appears that infalling galaxies are undergoing major mergers, resulting in starbursts whose optical emission lines are completely buried beneath dust. The aftermath of this process appears to be proto-S0 galaxies devoid of star formation. In contrast, major mergers do not appear to be the cause of most of the starbursts in infalling groups, and fewer of these events result in the transformation of the galaxy into an S0. Some recent theoretical work provides possible explanations for these two distinct processes, but it is not clear whether they can operate with the very high efficiency needed to account for the very large starburst rate observed.",Astronomy
779,"Introduction The Body in Sociology The Naturalistic Body The Socially Constructed Body The Body and Social Inequalities The Body and Physical Capital The Civilized Body The Body, Self-Identity and Death Concluding Comments",Sociology
376,The Handbook of Theories of Social Psychology is an essential resource for researchers and students of social psychology and related disciplines.,Psychology
382,"What makes a face attractive and why do we have the preferences we do? Emergence of preferences early in development and cross-cultural agreement on attractiveness challenge a long-held view that our preferences reflect arbitrary standards of beauty set by cultures. Averageness, symmetry, and sexual dimorphism are good candidates for biologically based standards of beauty. A critical review and meta-analyses indicate that all three are attractive in both male and female faces and across cultures. Theorists have proposed that face preferences may be adaptations for mate choice because attractive traits signal important aspects of mate quality, such as health. Others have argued that they may simply be by-products of the way brains process information. Although often presented as alternatives, I argue that both kinds of selection pressures may have shaped our perceptions of facial beauty.",Psychology
29,"A new approach to extraction of quantum vacuum energy, in the context of the accelerated expansion, is proposed, and it is shown that experimentally realistic orders of values can be derived. The idea has been implemented in the framework of the Friedmann-Lemaitre-Robertson-Walker geometry in the language of the effective action in the relativistic formalism of Schwinger's proper time and Seeley-DeWitt's heat kernel expansion.",Astronomy
807,"Historical sociological studies in IR face a challenge similar to that discussed by Martin Wight in ‘Why is There no International Theory?’ Classical social theorists conceptualized ‘society’ in the ontological singular, leaving their successors with a ‘domestic analogy’ problem which has dogged attempts to provide a social theory of International Relations. Overcoming this problem requires an expansion of the premises of social theory to incorporate those general features of social reality which generate the phenomenon of ‘the international’. This expansion can be achieved using Leon Trotsky's idea of ‘uneven and combined development’. Specifically, the existence of ‘the international’ arises ultimately from the ‘unevenness’ of human sociohistorical existence; its distinctive characteristics can be derived from analysis of the resultant condition of ‘combined development’; and its significance, thus sociologically redefined, entails a reconceptualization of ‘development’ itself — one which removes the source of the ‘domestic analogy’ problem for historical sociology.",Sociology
401,"Positive psychology is a rapidly expanding subfield in psychology that has important implications for the field of second language acquisition (SLA). This paper introduces positive psychology to the study of language by describing its key tenets. The potential contributions of positive psychology are contextualized with reference to prior work, including the humanistic movement in language teaching, models of motivation, the concept of an affective filter, studies of the good language learner, and the concepts related to the self. There are reasons for both encouragement and caution as studies inspired by positive psychology are undertaken. Papers in this special issue of SSLLT cover a range of quantitative and qualitative methods with implications for theory, research, and teaching practice. The special issue serves as a springboard for future research in SLA under the umbrella of positive psychology.",Psychology
719,"The article argues for a new agenda in qualitative research and sociology of knowledge. It starts with the assumption that meaning-making activities which lie at the heart of sociology’s interpretative paradigm today are widely embedded in expert proceedings and organized or institutionalized work on symbolic ordering. This holds true for the sciences or other specialized discourse realms (like religion), but it also counts for public discourses/public arenas. While interpretative traditions in sociology have addressed issues of discourse research, they did not succeed in establishing a proper sociological approach to discourse. Therefore, the article proposes a sociology of knowledge approach to discourse (SKAD), located in the social constructivist tradition of Peter L. Berger and Thomas Luckmann. Such an approach is able to account for discourses as processes of symbolic ordering and to take up questions of discourse research raised by French philosopher Michel Foucault. Foucault indeed insisted on discourses as “truth games” and activities which set up knowledge claims. But, this interest in politics of knowledge has not so far been taken up in today’s arenas of discourse research. Therefore, SKAD proposes concepts and procedures for a new agenda of sociology of knowledge, deeply committed to qualitative and interpretative research traditions in sociology.",Sociology
853,"Has sociology become more socially integrated over the last 30 years? Recent work in the sociology of knowledge demonstrates a direct linkage between social interaction patterns and the structure of ideas, suggesting that scientific collaboration networks affect scientific practice. I test three competing models for sociological collaboration networks and find that a structurally cohesive core that has been growing steadily since the early 1960s characterizes the discipline's coauthorship network. The results show that participation in the sociology collaboration network depends on research specialty and that quantitative work is more likely to be coauthored than non-quantitative work. However, structural embeddedness within the network core given collaboration is largely unrelated to specialty area. This pattern is consistent with a loosely overlapping specialty structure that has potentially integrative implications for theoretical development in sociology.",Sociology
108,"We show that a suitably defined marked correlation function can be used to break degeneracies in halo-occupation distribution modeling. The statistic can be computed on both 3D and 2D data sets, and should be applicable to all upcoming galaxy surveys. A proof of principle, using mock catalogs created from N-body simulations, is given.",Astronomy
161,"If the accelerated expansion of the Universe at the present epoch is driven by a dark energy scalar field, there may well be a non-trivial coupling between the dark energy and the cold dark matter (CDM) fluid. Such interactions give rise to new features in cosmological structure growth, like an additional long-range attractive force between CDM particles, or variations of the dark matter particle mass with time. We have implemented these effects in the N-body code GADGET-2 and present results of a series of high-resolution N-body simulations where the dark energy component is directly interacting with the cold dark matter. As a consequence of the new physics, CDM and baryon distributions evolve differently both in the linear and in the nonlinear regime of structure formation. Already on large scales a linear bias develops between these two components, which is further enhanced by the nonlinear evolution. We also find, in contrast with previous work, that the density profiles of CDM halos are less concentrated in coupled dark energy cosmologies compared with LCDM, and that this feature does not depend on the initial conditions setup, but is a specific consequence of the extra physics induced by the coupling. Also, the baryon fraction in halos in the coupled models is significantly reduced below the universal baryon fraction. These features alleviate tensions between observations and the LCDM model on small scales. Our methodology is ideally suited to explore the predictions of coupled dark energy models in the fully non-linear regime, which can provide powerful constraints for the viable parameter space of such scenarios.",Astronomy
538,"Jerome Bruner argues that the cognitive revolution, with its current fixation on mind as ""information processor;"" has led psychology away from the deeper objective of understanding mind as a creator of meanings. Only by breaking out of the limitations imposed by a computational model of mind can we grasp the special interaction through which mind both constitutes and is constituted by culture. (http://books.google.fr/books?id=YHt_M41uIuUC&pg=PA157&dq=Bruner,+J.+%281990%29.+Acts+of+meaning&hl=fr&ei=EwOXTrqpCsPWsgaGgO2YBA&sa=X&oi=book_result&ct=result&resnum=1&ved=0CDMQ6AEwAA#v=onepage&q&f=false)",Psychology
207,"A survey for the molecular clouds in the Galaxy with NANTEN mm telescope has discovered molecular loops in the Galactic center region. The loops show monotonic gradients of the line of sight velocity along the loops and the large velocity dispersions towards their foot points. It is suggested that these loops are explained in terms of the buoyant rise of magnetic loops due to the Parker instability. We have carried out global three-dimensional magneto-hydrodynamic simulations of the gas disk in the Galactic center. The gravitational potential is approximated by the axisymmetric potential proposed by Miyamoto &amp; Nagai (1975). At the initial state, we assume a warm (~ 10^4 K) gas torus threaded by azimuthal magnetic fields. Self-gravity and radiative cooling of the gas are ignored. We found that buoyantly rising magnetic loops are formed above the differentially rotating, magnetically turbulent disk. By analyzing the results of global MHD simulations, we have identified individual loops, about 180 in the upper half of the disk, and studied their statistical properties such as their length, width, height, and velocity distributions along the loops. Typical length and height of a loop are 1kpc and 200pc, respectively. The line of sight velocity changes linearly along a loop and shows large dispersions around the foot-points. Numerical results indicate that loops emerge preferentially from the region where magnetic pressure is large. We argue that these properties are consistent with those of the molecular loops discovered by NANTEN.",Astronomy
22,"The CHASE project started in 2007 with the aim of providing young southern supernovae (SNe) to the Carnegie Supernova Project (CSP) and Millennium Center for Supernova Studies (MCSS) follow-up programs. So far CHASE has discovered 33 SNe with an average of more than 2.5 SNe per month in 2008. In addition to the search we are carrying out a follow-up program targeting bright SNe. Our fully automated data reduction allows us to follow the evolution on the light curve in real time, triggering further observations if something potentially interesting is detected",Astronomy
616,"Calls for reforms in the ways we teach science at all levels, and in all disciplines, are wide spread. The effectiveness of the changes being called for, employment of student-centered, active learning pedagogy, is now well supported by evidence. The relevant data have come from a number of different disciplines that include the learning sciences, cognitive psychology, and educational psychology. There is a growing body of research within specific scientific teaching communities that supports and validates the new approaches to teaching that have been adopted. These data are reviewed, and their applicability to physiology education is discussed. Some of the inherent limitations of research about teaching and learning are also discussed.",Psychology
705,"During the past two decades, the radical right has reemerged as an electoral force in Western Europe, as well as in other stable democracies such as Canada, Australia, and New Zealand. Aside from discussing the ideology of this party family and how it relates to older forms of right-wing radicalism and extremism, such as fascism, this review deals with the question of how the emergence of radical right-wing parties can be explained and why such parties have been considerably more successful among voters in some countries than in others. Possible explanations are grouped into two parts: The first consists of so-called demand-centered explanations, that is, explanations that focus on changing preferences, beliefs, and attitudes among voters. The second consists of so-called supply-side explanations, that is, explanations that focus on political opportunity structures and party organizational factors.",Sociology
899,"Agrarian Sociology of Ancient Civilizations - Weber's neglected masterpiece, which first appeared in German in 1897 and was reissued in 1909 - represents a fascinating and rigorous exercise to bring the newly forged concepts of sociology to bear on civilizations as diverse as Mesopotamia and Egypt, Hebrew society in Israel, the city-states of classical Greece, the Hellenistic empire and, finally, republican and imperial Rome. Blending, throughout the work, description of socio-economic structures with investigation into mechanisms and causes of the rise and decline of social systems, the volume ends with a magisterial explanatory essay on the underlying reasons for the ultimate fall of the Roman Empire and, with it, of the close of Antiquity itself.",Sociology
509,"This is an exhaustive and comprehensive study of hundreds of experiments and publications on the subject of aggression. It is a systematic presentation of what is known about aggression; theoretical formulations are compared and their assumption? and implications are examined; there is also a delineation of the problem of investiga* ting aggression in the laboratory and the field, as well as a presentation of methods of solving these problems. There is an emphasis on previously unpublished materia (doctoral dissertations, papers presented at meetings) because of the relative unavai -",Psychology
428,"The focus of this review is on theory and research of lifespan (lifespan developmental) psychology. The theoretical analysis integrates evolutionary and ontogenetic perspectives on cultural and human development across several levels of analysis. Specific predictions are advanced dealing with the general architecture of lifespan ontogeny, including its directionality and age-differential allocation of developmental resources into the three major goals of developmental adaptation: growth, maintenance, and regulation of loss. Consistent with this general lifespan architecture, a meta-theory of development is outlined that is based on the orchestrated and adaptive interplay between three processes of behavioral regulation: selection, optimization, and compensation. Finally, these propositions and predictions about the general nature of lifespan development are examined and supported by empirical evidence on the development of cognition and intelligence across the life span.",Psychology
900,"This paper is an introduction to the topic of Michel Foucault and the sociology of sport. First, we discuss the concepts used in the works of Foucault that have had the greatest impact in sociology of sport. Second, we present a brief review of the important articles in sociology of sport that have been inspired by Foucault’s approach. This exercise allows us to provide indices of the influence of the Foucauldian perspective on the sociology of sport: directly, by allowing us to situate the body at the center of research questions, or indirectly, in the context of the development and use of contemporary social theories.",Sociology
663,"Responding to the growing gap between the sociological ethos and the world we study, the challenge of public sociology is to engage multiple publics in multiple ways. These public sociologies should not be left out in the cold, but brought into the framework of our discipline. In this way we make public sociology a visible and legitimate enterprise, and, thereby, invigorate the discipline as a whole. Accordingly, if we map out the division of sociological labor, we discover antagonistic interdependence among four types of knowledge: professional, critical, policy, and public. In the best of all worlds the flourishing of each type of sociology is a condition for the flourishing of all, but they can just as easily assume pathological forms or become victims of exclusion and subordination. This field of power beckons us to explore the relations among the four types of sociology as they vary historically and nationally, and as they provide the template for divergent individual careers. Finally, comparing disciplines points to the umbilical chord that connects sociology to the world of publics, underlining sociology's particular investment in the defense of civil society, itself beleaguered by the encroachment of markets and states.",Sociology
53,"New multiband CCD photometry is presented for the eclipsing binary GW Gem; the $RI$ light curves are the first ever compiled. Four new minimum timings have been determined. Our analysis of eclipse timings observed during the past 79 years indicates a continuous period increase at a fractional rate of +(1.2$\pm$0.1)$\times10^{-10}$, in excellent agreement with the value $+1.1\times10^{-10}$ calculated from the Wilson-Devinney binary code. The new light curves display an inverse O'Connell effect increasing toward longer wavelengths. Hot and cool spot models are developed to describe these variations but we prefer a cool spot on the secondary star. Our light-curve synthesis reveals that GW Gem is in a semi-detached, but near-contact, configuration. It appears to consist of a near-main-sequence primary star with a spectral type of about A7 and an evolved early K-type secondary star that completely fills its inner Roche lobe. Mass transfer from the secondary to the primary component is responsible for the observed secular period change.",Astronomy
987,"This review discusses the continuing value of and problems in G.H. Mead's contributions to sociology from the standpoint of the contemporary discipline. It argues that the value is considerable and the problems largely avoidable with modifications to Mead's framework; it also offers necessary modifications via structural symbolic interactionism. Permitting the development of testable theories such as identity theory is a major criterion in evaluating a frame, and capacity to bridge to other frames and theories inside and outside sociology is another. The review examines bridges from the structural symbolic interactionist frame and identity theory to other symbolic interactionist theories, to other social psychological frames and theories in sociology, to cognitive social psychology, and to structural sociology.",Sociology
919,"This paper reviews the different perspectives from which the problem of national development has been approached by sociology. General characteristics of the problem of development and definitions of the term are discussed in the introductory sections. The perspectives reviewed are labeled ""development as social differentiation,"" ""development as enactment of values,"" and ""development as liberation from dependency."" The main trend noted is movement from earlier extrapolations of theories based on the unique European experience to more historically grounded analyses. Recent approaches to development are not without limitations, and these are reviewed, as are those of earlier evolutionary and psychosocial perspectives.",Sociology
